state,action,q_value
"[[0, 0, 'O'], [0, 'X', 'O'], ['O', 0, 'X']]",1,0.9999999999999996
"[[0, 0, 'X'], ['X', 0, 0], [0, 0, 'O']]",1,0.0
"[[0, 0, 'X'], ['X', 0, 0], [0, 0, 'O']]",7,0.0
"[[0, 0, 'X'], ['X', 0, 0], [0, 0, 'O']]",2,0.0
"[['O', 0, 'X'], ['X', 0, 0], ['X', 0, 'O']]",6,0.0
"[['O', 0, 'X'], ['X', 0, 'O'], ['X', 0, 'O']]",5,-0.9868302332991817
"[['O', 0, 'X'], ['X', 0, 'O'], ['X', 0, 'O']]",8,0.7702067515929432
"[['O', 0, 'X'], ['X', 0, 'O'], ['X', 0, 'O']]",2,0.8833033048525801
"[[0, 0, 'O'], [0, 'X', 0], [0, 'X', 'O']]",7,0.0
"[[0, 0, 'O'], [0, 'X', 0], [0, 'X', 'O']]",2,0.1
"[[0, 0, 'O'], [0, 'X', 0], ['X', 'X', 'O']]",4,0.0
"[[0, 0, 'O'], ['O', 'X', 0], ['X', 'X', 'O']]",1,0.0
"[['X', 0, 'O'], ['O', 'X', 0], ['X', 'X', 'O']]",2,-0.019719000000000007
"[['X', 0, 'O'], ['O', 'X', 0], ['X', 'X', 'O']]",6,-0.1
"[[0, 0, 0], ['X', 0, 'X'], ['O', 0, 0]]",1,0.0
"[[0, 0, 0], ['X', 0, 'X'], ['O', 0, 0]]",5,0.0
"[[0, 0, 0], ['X', 0, 'X'], ['O', 0, 0]]",9,-0.009000000000000001
"[[0, 0, 0], ['X', 0, 'X'], ['O', 0, 0]]",2,0.009000000000000001
"[['O', 0, 'X'], ['X', 0, 'X'], ['O', 0, 0]]",9,0.0
"[['O', 0, 'X'], ['X', 0, 'X'], ['O', 0, 'O']]",5,0.1
"[[0, 0, 'X'], [0, 0, 'O'], ['X', 'O', 0]]",2,0.0
"[[0, 0, 'X'], [0, 0, 'O'], ['X', 'O', 0]]",1,0.0
"[[0, 'X', 'X'], [0, 0, 'O'], ['X', 'O', 0]]",9,0.009000000000000001
"[[0, 'O', 0], [0, 'X', 'O'], [0, 'O', 'X']]",1,0.9999999999999715
"[[0, 'O', 0], ['O', 'X', 0], ['O', 0, 'X']]",3,0.0
"[[0, 'O', 0], ['O', 'X', 0], ['O', 0, 'X']]",8,-5.175900000000002e-05
"[[0, 'O', 0], ['O', 'X', 0], ['O', 0, 'X']]",1,0.9999999999999953
"[[0, 'O', 'X'], ['O', 'X', 0], ['O', 0, 'X']]",6,0.009000000000000001
"[[0, 0, 'O'], ['O', 'X', 'O'], ['O', 'X', 'X']]",1,0.9999825730661898
"[['O', 0, 'O'], ['X', 0, 0], ['X', 0, 'O']]",6,-0.009000000000000001
"[['O', 0, 'O'], ['X', 0, 'X'], ['X', 0, 'O']]",5,-0.1
"[['O', 0, 'O'], ['X', 0, 'X'], ['X', 0, 'O']]",8,0.0
"[['X', 'O', 0], ['X', 'O', 'O'], [0, 'X', 'X']]",3,-0.0171
"[['O', 'O', 0], ['X', 0, 'X'], ['O', 'O', 'X']]",3,0.9999924982764239
"[['X', 'O', 'O'], [0, 'X', 'X'], ['O', 0, 0]]",9,0.0
"[['X', 'O', 'O'], [0, 'X', 'X'], ['O', 0, 0]]",4,0.1
"[['X', 'O', 'O'], [0, 'X', 'X'], ['O', 0, 'O']]",4,0.1
"[['X', 'X', 'O'], [0, 'O', 'X'], [0, 'O', 'X']]",4,-0.013455000000000003
"[['X', 'X', 'O'], [0, 'O', 'X'], [0, 'O', 'X']]",7,-0.271
"[['X', 'X', 'O'], ['O', 'O', 'X'], [0, 'O', 'X']]",7,-0.7843253671218166
"[[0, 'O', 'X'], ['X', 'X', 'O'], ['O', 'X', 'O']]",1,0.4999999950862941
"[['X', 0, 'O'], ['O', 0, 0], ['O', 0, 'X']]",5,0.9999997681730781
"[['X', 'X', 0], ['X', 'O', 0], ['O', 'O', 'X']]",3,-0.1
"[['X', 0, 0], ['O', 'O', 0], ['O', 0, 'X']]",3,-0.009000000000000001
"[['X', 0, 0], ['O', 'O', 0], ['O', 0, 'X']]",6,0.7330818076252128
"[['X', 0, 'X'], ['O', 'O', 0], ['O', 0, 'X']]",6,-0.1
"[['X', 0, 'X'], ['O', 'O', 0], ['O', 0, 'X']]",8,0.015390000000000001
"[['X', 'O', 0], ['O', 'X', 0], ['O', 'X', 0]]",6,0.0
"[['X', 'O', 0], ['O', 'X', 'O'], ['O', 'X', 0]]",9,0.19
"[[0, 0, 0], ['X', 'O', 0], ['O', 'X', 'O']]",2,-7.290000000000002e-05
"[['O', 'O', 0], [0, 'X', 'X'], ['O', 0, 0]]",9,0.0
"[['O', 'O', 0], [0, 'X', 'X'], ['O', 0, 0]]",4,0.9999999999998989
"[['X', 0, 0], [0, 'O', 0], ['O', 'X', 'X']]",6,0.0
"[['X', 0, 0], [0, 'O', 0], ['O', 'X', 'X']]",3,-0.1
"[['X', 0, 0], [0, 'O', 0], ['O', 'X', 'X']]",2,0.021115366308295462
"[[0, 'O', 0], ['X', 'X', 0], [0, 0, 'O']]",1,0.899999643250761
"[[0, 'O', 0], ['X', 'X', 0], [0, 0, 'O']]",3,0.8999997897594918
"[[0, 'O', 0], ['X', 'X', 0], [0, 0, 'O']]",8,0.8999978234254828
"[[0, 'O', 0], ['X', 'X', 0], [0, 0, 'O']]",6,0.6922934525360771
"[[0, 'O', 0], ['X', 'X', 0], [0, 0, 'O']]",7,0.8999999408221695
"[[0, 0, 'X'], ['X', 0, 'O'], [0, 'O', 'O']]",5,0.0
"[[0, 0, 'X'], ['X', 'X', 'O'], [0, 'O', 'O']]",7,-0.1
"[[0, 0, 'X'], [0, 'X', 'O'], [0, 0, 0]]",4,0.0
"[[0, 0, 'X'], [0, 'X', 'O'], [0, 0, 0]]",2,0.0
"[[0, 0, 'X'], [0, 'X', 'O'], [0, 0, 0]]",9,0.0036012600000000002
"[[0, 0, 'X'], [0, 'X', 'O'], [0, 0, 0]]",7,0.0
"[[0, 0, 'X'], [0, 'X', 'O'], [0, 0, 0]]",1,0.0008100000000000002
"[['X', 0, 'X'], ['O', 'X', 'O'], [0, 0, 0]]",8,0.0
"[['X', 0, 0], [0, 'O', 0], [0, 'X', 0]]",4,0.0
"[['X', 0, 0], [0, 'O', 0], [0, 'X', 0]]",2,0.0
"[['X', 0, 0], [0, 'O', 0], [0, 'X', 0]]",3,0.0
"[['X', 0, 0], [0, 'O', 0], [0, 'X', 0]]",7,0.0
"[['X', 0, 0], [0, 'O', 0], [0, 'X', 0]]",9,0.0
"[['X', 0, 0], ['O', 'O', 0], [0, 'X', 'X']]",3,0.0
"[['X', 0, 'O'], ['O', 'O', 0], [0, 'X', 'X']]",6,-8.100000000000009e-05
"[['X', 0, 'O'], ['O', 'O', 0], [0, 'X', 'X']]",2,0.0
"[['X', 0, 'O'], ['O', 'O', 0], [0, 'X', 'X']]",7,0.9999999999999996
"[['O', 'O', 0], ['X', 0, 'X'], [0, 0, 'X']]",8,0.009000000000000001
"[['X', 'O', 0], [0, 'X', 'O'], ['O', 0, 0]]",8,0.0
"[[0, 'O', 0], ['O', 'X', 'X'], ['O', 'X', 0]]",1,-0.19
"[[0, 'O', 0], ['O', 'X', 'X'], ['O', 'X', 0]]",3,-0.009000000000000001
"[['O', 0, 0], ['X', 0, 'O'], ['X', 0, 'O']]",2,-0.009000000000000001
"[['O', 0, 0], ['X', 0, 'O'], ['X', 0, 'O']]",5,0.0
"[['O', 0, 0], ['X', 0, 'O'], ['X', 0, 'O']]",3,0.7878995967985556
"[['O', 'X', 0], ['X', 0, 'O'], ['X', 0, 'O']]",3,-0.19
"[['O', 0, 'X'], ['O', 0, 0], [0, 0, 'X']]",8,0.0
"[['O', 0, 'X'], ['O', 0, 0], [0, 0, 'X']]",5,0.0
"[['O', 0, 'X'], ['O', 0, 0], [0, 'X', 'X']]",2,0.0
"[['O', 'O', 'X'], ['O', 0, 0], [0, 'X', 'X']]",7,0.1
"[['O', 0, 'O'], ['O', 0, 'X'], ['X', 'O', 'X']]",5,-0.001305
"[['O', 0, 'O'], ['O', 0, 'X'], ['X', 'O', 'X']]",2,0.4499175093936623
"[[0, 'X', 'O'], [0, 'O', 'O'], ['X', 'O', 'X']]",4,0.4499907593913521
"[[0, 'X', 'O'], [0, 'O', 'O'], [0, 'X', 'X']]",7,-0.1
"[[0, 'X', 'O'], [0, 'O', 'O'], [0, 'X', 'X']]",1,-0.009000000000000001
"[[0, 'O', 0], [0, 'X', 0], ['O', 'X', 'O']]",1,0.0
"[['X', 'O', 0], [0, 'X', 0], ['O', 'X', 'O']]",3,0.0
"[['X', 'O', 'O'], [0, 'X', 0], ['O', 'X', 'O']]",4,-0.017829000000000005
"[[0, 'O', 0], ['X', 'X', 0], ['O', 0, 0]]",8,0.0
"[[0, 'O', 0], ['X', 'X', 0], ['O', 0, 0]]",1,0.0
"[[0, 'O', 0], ['X', 'X', 0], ['O', 'O', 0]]",3,0.01539
"[['O', 'O', 'X'], ['X', 'X', 0], ['O', 'O', 0]]",6,0.1
"[['O', 'O', 0], ['O', 'X', 0], ['X', 0, 'X']]",6,0.0
"[['O', 'O', 0], ['O', 'X', 0], ['X', 0, 'X']]",3,0.19
"[['O', 'O', 0], ['O', 'X', 'X'], ['X', 0, 'X']]",8,0.0009000000000000008
"[['X', 'O', 0], ['O', 0, 0], ['O', 0, 'X']]",8,0.0
"[['X', 'O', 0], ['O', 0, 0], ['O', 0, 'X']]",6,0.7943927260274315
"[['X', 'O', 0], ['O', 0, 'O'], ['O', 'X', 'X']]",3,0.008190000000000001
"[['O', 'O', 0], [0, 'X', 'X'], ['O', 'X', 'O']]",4,0.995361602313412
"[['O', 0, 'X'], ['X', 'X', 'O'], [0, 0, 'O']]",8,0.8151160660929204
"[['O', 0, 'X'], ['X', 'X', 'O'], [0, 0, 'O']]",2,0.3940869435409811
"[['O', 0, 'X'], ['X', 'X', 'O'], [0, 0, 'O']]",7,0.40017872581507025
"[['O', 0, 'X'], ['X', 'X', 'O'], [0, 'O', 'O']]",2,0.0
"[['O', 0, 'X'], ['X', 'X', 'O'], [0, 'O', 'O']]",7,0.9966186080864774
"[['O', 'X', 'X'], ['X', 'X', 'O'], [0, 'O', 'O']]",7,-0.1
"[['X', 'O', 'O'], [0, 0, 'X'], ['O', 'O', 'X']]",4,0.41688605792186223
"[[0, 'O', 'O'], ['X', 0, 'O'], ['X', 'O', 'X']]",5,0.009000000000000001
"[['X', 'O', 'O'], ['O', 'O', 0], [0, 'X', 'X']]",7,0.1
"[[0, 'X', 0], ['X', 0, 'O'], [0, 0, 'O']]",1,0.0
"[[0, 'X', 0], ['X', 0, 'O'], [0, 0, 'O']]",5,0.0
"[[0, 'X', 0], ['X', 0, 'O'], [0, 0, 'O']]",8,0.0
"[['O', 'X', 0], ['X', 0, 'O'], [0, 0, 'O']]",5,-0.009000000000000001
"[['X', 0, 0], ['O', 'X', 0], ['O', 'X', 0]]",9,0.0
"[['X', 0, 0], ['O', 'X', 0], ['O', 'X', 0]]",3,0.0
"[['X', 0, 0], ['O', 'X', 0], ['O', 'X', 'O']]",6,0.0
"[['X', 0, 0], ['O', 'X', 'X'], ['O', 'X', 'O']]",2,0.0045000000000000005
"[['O', 0, 0], [0, 'X', 0], ['X', 0, 0]]",4,0.0
"[['O', 0, 0], [0, 'X', 0], ['X', 0, 0]]",9,0.0
"[['O', 0, 0], ['O', 'X', 0], ['X', 0, 0]]",3,0.1
"[['O', 0, 0], [0, 'X', 'X'], ['O', 'X', 0]]",4,-0.271
"[['O', 0, 0], [0, 'X', 'X'], ['O', 'X', 0]]",2,0.0171
"[['O', 0, 0], [0, 'X', 'X'], ['O', 'X', 0]]",3,0.0
"[['O', 0, 0], [0, 'X', 'X'], ['O', 'X', 0]]",9,0.07108750420022678
"[[0, 'O', 'O'], ['X', 'X', 'O'], ['O', 'X', 0]]",1,0.0
"[['X', 'O', 'O'], ['X', 'X', 'O'], ['O', 'X', 0]]",9,0.010000000000000009
"[['X', 'O', 0], ['X', 'X', 'O'], ['O', 'X', 'O']]",3,-0.1
"[['X', 0, 0], [0, 'O', 'O'], ['O', 0, 'X']]",3,-0.0008100000000000002
"[['X', 0, 0], [0, 'O', 'O'], ['O', 0, 'X']]",4,0.0
"[['X', 0, 0], [0, 'O', 'O'], ['O', 0, 'X']]",2,0.8570163226152704
"[[0, 0, 'O'], [0, 'X', 'X'], ['O', 'O', 0]]",4,0.9999998478983565
"[[0, 0, 'O'], ['X', 'X', 0], [0, 'O', 'O']]",7,0.0
"[[0, 0, 'O'], ['X', 'X', 0], [0, 'O', 'O']]",6,0.9999997913557703
"[[0, 'O', 0], [0, 'X', 'X'], ['O', 0, 'O']]",4,0.9999999101855006
"[[0, 0, 0], [0, 'X', 'O'], [0, 'X', 0]]",1,0.0
"[[0, 0, 0], [0, 'X', 'O'], [0, 'X', 0]]",4,0.0
"[[0, 0, 0], [0, 'X', 'O'], [0, 'X', 0]]",2,0.0
"[['O', 0, 'X'], [0, 'X', 'O'], [0, 'X', 0]]",2,0.0
"[['O', 'O', 'X'], [0, 'X', 'O'], [0, 'X', 0]]",4,0.0
"[['O', 'O', 'X'], [0, 'X', 'O'], [0, 'X', 0]]",7,0.1
"[['O', 'O', 'X'], ['X', 'X', 'O'], [0, 'X', 0]]",9,0.0
"[['O', 'O', 'X'], ['X', 'X', 'O'], [0, 'X', 'O']]",7,0.500075152444784
"[[0, 0, 0], [0, 0, 'O'], [0, 'X', 'X']]",4,-0.0007290000000000002
"[[0, 0, 0], [0, 0, 'O'], [0, 'X', 'X']]",1,0.0
"[[0, 0, 0], [0, 0, 'O'], [0, 'X', 'X']]",5,0.0
"[[0, 0, 0], [0, 0, 'O'], [0, 'X', 'X']]",2,0.0
"[[0, 0, 0], [0, 0, 'O'], [0, 'X', 'X']]",7,0.0
"[['O', 0, 'X'], ['O', 'X', 'O'], [0, 'X', 'X']]",2,-0.024390000000000005
"[[0, 'O', 0], ['X', 'X', 'O'], [0, 'X', 0]]",3,0.0
"[[0, 'O', 0], ['X', 'X', 'O'], [0, 'X', 0]]",7,0.0
"[[0, 'O', 'O'], ['X', 'X', 'O'], [0, 'X', 0]]",9,0.0
"[[0, 'O', 'O'], ['X', 'X', 'O'], [0, 'X', 'X']]",1,-0.1
"[['O', 'O', 'X'], ['X', 0, 0], [0, 'X', 'O']]",6,0.0
"[['O', 'O', 'X'], ['X', 0, 'O'], [0, 'X', 'O']]",7,-0.009000000000000001
"[['O', 'O', 'X'], ['X', 0, 'O'], ['X', 'X', 'O']]",5,-0.07100000000000001
"[['X', 0, 'X'], ['O', 0, 'O'], ['X', 'X', 'O']]",2,0.0017100000000000032
"[['X', 0, 'X'], ['O', 0, 'O'], ['X', 'X', 'O']]",5,-0.1
"[[0, 0, 'O'], ['O', 'X', 0], [0, 'X', 0]]",9,0.0
"[[0, 0, 'O'], ['O', 'X', 0], [0, 'X', 0]]",7,0.0
"[[0, 0, 'O'], ['O', 'X', 0], [0, 'X', 'X']]",1,0.0
"[['O', 0, 'O'], ['O', 'X', 0], [0, 'X', 'X']]",7,0.1
"[['O', 0, 'O'], [0, 0, 'X'], ['O', 0, 'X']]",4,0.0
"[['O', 0, 'O'], [0, 0, 'X'], ['O', 0, 'X']]",2,-0.009000000000000001
"[['O', 0, 'O'], [0, 0, 'X'], ['O', 0, 'X']]",5,0.8029185160085432
"[['O', 'X', 0], [0, 'O', 0], ['X', 'X', 0]]",9,-0.1
"[['O', 'X', 0], [0, 'O', 0], ['X', 'X', 0]]",6,0.0
"[['O', 0, 0], ['X', 0, 'X'], ['O', 0, 'O']]",5,0.1
"[['O', 'O', 0], [0, 0, 'X'], [0, 'X', 0]]",4,0.0
"[['O', 'O', 0], [0, 0, 'X'], [0, 'X', 0]]",9,0.0
"[['O', 'O', 0], [0, 0, 'X'], [0, 'X', 0]]",3,0.0
"[['O', 0, 'O'], ['O', 'X', 'X'], ['X', 0, 'X']]",2,-0.19
"[['X', 'O', 0], ['X', 0, 'X'], ['O', 0, 'O']]",3,0.0
"[['X', 'O', 0], ['X', 0, 'X'], ['O', 0, 'O']]",5,0.271
"[['X', 'O', 'O'], ['X', 0, 'X'], ['O', 0, 'O']]",8,0.009000000000000001
"[['X', 'X', 'O'], ['X', 'O', 0], [0, 0, 'O']]",6,-0.1
"[['X', 'X', 'O'], ['X', 'O', 0], [0, 0, 'O']]",8,8.100000000000009e-05
"[[0, 0, 0], ['O', 'X', 0], [0, 'X', 0]]",7,0.0
"[[0, 0, 0], ['O', 'X', 0], [0, 'X', 0]]",6,0.0
"[[0, 0, 'X'], ['O', 'X', 0], ['O', 'X', 0]]",2,0.0
"[['X', 'O', 'X'], ['O', 'X', 0], ['O', 'X', 0]]",6,0.0045000000000000005
"[[0, 'O', 0], [0, 'X', 'X'], [0, 0, 0]]",8,0.07331400000000002
"[[0, 'O', 0], [0, 'X', 'X'], [0, 0, 0]]",4,0.0
"[[0, 'O', 0], [0, 'X', 'X'], [0, 0, 0]]",7,0.009275600709000001
"[[0, 'O', 0], [0, 'X', 'X'], [0, 0, 0]]",9,0.0
"[['X', 'O', 0], ['X', 0, 'X'], [0, 'O', 'O']]",7,-0.1
"[['X', 'O', 0], ['X', 0, 'X'], [0, 'O', 'O']]",5,0.1
"[['O', 'X', 0], ['X', 'O', 'O'], ['X', 'O', 'X']]",3,0.4999999999470536
"[['X', 'O', 'X'], ['O', 0, 'O'], ['X', 0, 'X']]",8,-0.021300318
"[['X', 'O', 'X'], ['O', 0, 'O'], ['X', 0, 'X']]",5,-0.1
"[['O', 'X', 'O'], [0, 0, 'X'], ['O', 0, 'X']]",4,-0.19
"[['X', 'X', 0], ['O', 'O', 'X'], ['O', 0, 'X']]",3,-0.9999960132765209
"[['X', 'X', 0], ['O', 'O', 'X'], ['O', 0, 'X']]",8,0.8999977164146444
"[['X', 0, 0], ['O', 'X', 0], [0, 0, 0]]",6,0.0
"[['X', 0, 0], ['O', 'X', 0], [0, 0, 0]]",7,0.0
"[['X', 0, 0], ['O', 'X', 'O'], [0, 0, 0]]",2,0.0
"[['X', 'X', 0], ['O', 'X', 'O'], [0, 0, 0]]",8,0.0
"[['X', 'X', 0], ['O', 'X', 'O'], [0, 'O', 0]]",7,-0.000648
"[['X', 'X', 0], ['O', 'X', 'O'], ['X', 'O', 0]]",3,-0.0072
"[['X', 'X', 0], ['O', 'X', 'O'], ['X', 'O', 0]]",9,-0.009000000000000001
"[['X', 0, 0], ['X', 0, 'O'], [0, 0, 'O']]",5,0.0
"[[0, 0, 'X'], ['O', 'X', 0], [0, 'O', 0]]",9,0.0
"[[0, 0, 'X'], ['O', 'X', 0], [0, 'O', 'X']]",6,0.0
"[[0, 0, 'X'], ['O', 'X', 0], [0, 'O', 'X']]",2,0.0015390000000000002
"[[0, 0, 0], [0, 'X', 'O'], ['O', 'O', 'X']]",1,0.99999993452523
"[['X', 0, 'O'], [0, 'X', 0], [0, 0, 0]]",6,0.0
"[['X', 0, 'O'], [0, 'X', 0], [0, 0, 0]]",8,0.0
"[['X', 0, 'O'], [0, 'X', 0], [0, 0, 0]]",7,0.0
"[['X', 0, 'O'], [0, 'X', 0], [0, 0, 0]]",9,0.0
"[['X', 0, 'O'], [0, 'X', 0], [0, 0, 0]]",2,0.0
"[['X', 0, 'O'], [0, 'X', 0], [0, 0, 0]]",4,0.0
"[['X', 0, 'O'], [0, 'X', 'O'], [0, 0, 0]]",8,0.0
"[['X', 0, 'O'], [0, 'X', 'O'], [0, 'X', 0]]",2,0.0
"[['X', 0, 'O'], [0, 'X', 'O'], [0, 'X', 0]]",9,-0.1
"[['X', 'O', 'O'], [0, 'X', 'O'], [0, 'X', 0]]",9,0.1
"[[0, 'O', 'X'], [0, 0, 0], ['O', 0, 'X']]",5,0.0
"[['X', 0, 'O'], ['X', 'X', 'O'], [0, 0, 0]]",9,-0.1
"[[0, 'O', 'O'], [0, 'X', 'X'], ['O', 0, 0]]",4,0.9999998309981739
"[[0, 0, 0], [0, 'X', 0], ['O', 'X', 0]]",6,0.0
"[[0, 0, 0], [0, 'X', 0], ['O', 'X', 0]]",3,0.0
"[[0, 0, 'X'], [0, 'X', 'O'], ['O', 'X', 0]]",2,0.0
"[['X', 'O', 'X'], [0, 'X', 'O'], ['O', 'X', 0]]",9,0.00855
"[[0, 'X', 0], ['O', 0, 0], ['X', 0, 0]]",8,0.0
"[[0, 'X', 0], ['O', 0, 0], ['X', 0, 0]]",9,0.0
"[[0, 'X', 0], ['O', 0, 0], ['X', 0, 0]]",6,0.0
"[[0, 'X', 0], ['O', 0, 0], ['X', 0, 0]]",5,0.0
"[[0, 'X', 0], ['O', 0, 'X'], ['X', 'O', 0]]",9,0.0
"[[0, 'X', 0], ['O', 0, 'X'], ['X', 'O', 0]]",5,0.0
"[[0, 'X', 0], ['O', 0, 'X'], ['X', 'O', 'O']]",3,0.0
"[[0, 'X', 0], ['O', 0, 'X'], ['X', 'O', 'O']]",1,0.0007695000000000001
"[[0, 'X', 'X'], ['O', 0, 'X'], ['X', 'O', 'O']]",1,0.0
"[['O', 'X', 'X'], ['O', 0, 'X'], ['X', 'O', 'O']]",5,0.19
"[[0, 0, 'X'], [0, 0, 'X'], ['O', 0, 0]]",8,0.0
"[[0, 0, 'X'], [0, 0, 'X'], ['O', 0, 0]]",4,0.0
"[[0, 0, 'X'], [0, 0, 'X'], ['O', 0, 0]]",5,0.0
"[[0, 0, 'X'], [0, 0, 'X'], ['O', 0, 0]]",2,0.0
"[[0, 0, 'X'], [0, 'X', 'X'], ['O', 'O', 0]]",1,0.0
"[[0, 0, 'X'], [0, 'X', 'X'], ['O', 'O', 0]]",9,-0.1
"[['O', 0, 'X'], [0, 'X', 'X'], ['O', 'O', 0]]",2,0.0
"[['O', 0, 'X'], [0, 'X', 'X'], ['O', 'O', 0]]",9,0.1
"[['O', 'X', 'X'], [0, 'X', 'X'], ['O', 'O', 0]]",9,-0.19
"[['X', 0, 'X'], [0, 0, 'X'], [0, 'O', 'O']]",7,-0.1
"[['X', 0, 0], [0, 'X', 'O'], [0, 0, 0]]",9,0.0
"[['X', 0, 0], [0, 'X', 'O'], [0, 0, 0]]",7,0.0
"[['X', 0, 0], [0, 'X', 'O'], [0, 0, 0]]",2,0.0
"[['X', 0, 0], [0, 'X', 'O'], [0, 0, 'O']]",8,0.0
"[['X', 0, 0], [0, 'X', 'O'], [0, 'X', 'O']]",2,0.0
"[['X', 0, 0], [0, 'X', 'O'], [0, 'X', 'O']]",4,0.0
"[['X', 'O', 'X'], [0, 'X', 'O'], [0, 'X', 'O']]",7,0.04223385
"[['X', 'O', 'X'], [0, 'X', 'O'], [0, 'X', 'O']]",4,0.03978000000000001
"[['O', 'O', 'X'], [0, 'X', 'O'], [0, 'O', 'X']]",4,0.0
"[['O', 'O', 'X'], [0, 'X', 'O'], [0, 'O', 'X']]",7,0.9999960132765209
"[['O', 'O', 'X'], ['X', 'X', 'O'], [0, 'O', 'X']]",7,0.05
"[[0, 0, 'X'], ['X', 'O', 0], ['O', 0, 'O']]",1,0.0
"[['X', 0, 'X'], ['X', 'O', 0], ['O', 0, 'O']]",6,0.0
"[['X', 0, 'X'], ['X', 'O', 0], ['O', 0, 'O']]",8,0.0
"[['X', 0, 'X'], ['X', 'O', 0], ['O', 0, 'O']]",2,0.1
"[['X', 'O', 'O'], ['X', 0, 'O'], ['O', 0, 'X']]",5,0.9966186080864774
"[['O', 0, 'O'], [0, 'O', 'X'], ['X', 'O', 'X']]",2,0.025628975550000006
"[[0, 'O', 'O'], [0, 'X', 'O'], ['X', 'O', 'X']]",1,0.9999999999871261
"[[0, 0, 'O'], ['X', 0, 0], [0, 0, 'X']]",6,0.0
"[[0, 0, 'O'], ['X', 0, 0], [0, 0, 'X']]",1,0.0
"[[0, 0, 'O'], ['X', 0, 0], [0, 0, 'X']]",5,0.0
"[[0, 0, 'O'], [0, 0, 'X'], [0, 0, 'X']]",7,0.0
"[[0, 0, 'O'], [0, 0, 'X'], [0, 0, 'X']]",1,0.022032201390289496
"[[0, 0, 'O'], [0, 0, 'X'], [0, 0, 'X']]",8,0.0
"[[0, 0, 'O'], [0, 0, 'X'], [0, 0, 'X']]",2,0.037536209999452216
"[[0, 0, 'O'], [0, 0, 'X'], [0, 0, 'X']]",4,0.0
"[[0, 0, 'O'], [0, 0, 'X'], [0, 0, 'X']]",5,0.09223006994580513
"[[0, 0, 'O'], ['X', 0, 'X'], ['O', 0, 'X']]",5,-0.1
"[[0, 'X', 'O'], ['O', 0, 0], [0, 0, 'X']]",8,0.0
"[[0, 'X', 'O'], ['O', 0, 0], [0, 'X', 'X']]",5,-0.008100000000000001
"[['X', 'X', 'O'], ['O', 'O', 0], [0, 'X', 'X']]",6,-0.19
"[['X', 'X', 'O'], ['O', 'O', 0], [0, 'X', 'X']]",7,-0.1
"[['O', 0, 'O'], ['X', 0, 0], ['X', 0, 'X']]",2,-0.1
"[['O', 0, 'O'], ['X', 0, 0], ['X', 0, 'X']]",5,0.0
"[['O', 'X', 0], ['X', 0, 0], ['X', 'O', 'O']]",5,-0.1
"[['X', 0, 0], [0, 'O', 'X'], ['O', 0, 0]]",3,0.0
"[['X', 0, 0], [0, 'O', 'X'], ['O', 0, 0]]",9,0.002785590000000001
"[['X', 0, 'X'], [0, 'O', 'X'], ['O', 0, 0]]",4,0.0
"[['X', 0, 'X'], ['O', 'O', 'X'], ['O', 0, 0]]",9,0.19
"[[0, 'O', 'O'], ['X', 0, 'X'], [0, 0, 'O']]",8,0.0
"[[0, 'O', 'O'], ['X', 'O', 'X'], [0, 'X', 'O']]",7,-0.009000000000000001
"[['O', 'O', 'X'], ['O', 0, 0], ['X', 'O', 'X']]",6,0.9999945312435129
"[[0, 0, 'O'], ['X', 'O', 'X'], [0, 0, 'O']]",2,0.0
"[[0, 'X', 'O'], ['X', 'O', 'X'], [0, 0, 'O']]",8,0.0
"[[0, 'X', 'O'], ['X', 'O', 'X'], [0, 0, 'O']]",7,0.0
"[['X', 'X', 'O'], ['X', 'O', 'X'], [0, 'O', 'O']]",7,-0.26371
"[['X', 'O', 'O'], [0, 0, 'X'], [0, 'X', 0]]",4,0.0
"[['X', 'O', 'O'], ['O', 0, 'X'], [0, 'X', 0]]",9,8.100000000000009e-05
"[[0, 0, 0], ['X', 0, 'O'], ['X', 0, 'O']]",8,0.8946590102747586
"[[0, 0, 0], ['X', 0, 'O'], ['X', 0, 'O']]",2,0.8671309009586728
"[[0, 0, 0], ['X', 0, 'O'], ['X', 0, 'O']]",3,-0.9999998631085208
"[[0, 0, 0], ['X', 0, 'O'], ['X', 0, 'O']]",1,0.7023575123916088
"[[0, 0, 0], ['X', 0, 'O'], ['X', 0, 'O']]",5,0.7097335982658214
"[[0, 0, 0], ['X', 0, 'O'], ['X', 'O', 'O']]",1,0.9999997424145313
"[['O', 0, 0], ['O', 0, 0], ['X', 'X', 0]]",5,0.0
"[['O', 0, 0], ['O', 'X', 0], ['X', 'X', 0]]",6,0.0
"[['O', 0, 0], ['O', 'X', 'O'], ['X', 'X', 0]]",9,0.1
"[[0, 'O', 'X'], ['O', 0, 'O'], ['X', 'O', 'X']]",1,-0.0013616999999999952
"[[0, 'O', 'X'], ['O', 0, 'O'], ['X', 'O', 'X']]",5,0.9999382963480828
"[['X', 0, 'X'], [0, 'O', 0], [0, 0, 0]]",2,0.0
"[['X', 0, 'X'], [0, 'O', 0], [0, 0, 0]]",9,0.0
"[['X', 0, 'X'], [0, 'O', 0], [0, 0, 0]]",8,7.290000000000002e-05
"[['X', 'O', 'X'], [0, 'O', 0], [0, 0, 0]]",4,0.0
"[['X', 'O', 'X'], ['X', 'O', 0], [0, 0, 0]]",9,0.009000000000000001
